Annee,Tour,Code Departement,Libelle Departement,Circonscription,Inscrits,Votants,Exprimes,Blancs et nuls,Voix_x,Nuance,Positionnement,Pauvreté,carbone,Production brute d’électricité primaire (GWH),Production brute d’électricité primaire renouvelable (GWH),Production brute d’électricité nucléaire (GWH),Prix gaz fr,Prix electricite fr,Taux inflation,Smic,Revenu salarial annuel moyen,CPSO,Femmes,Hommes,Popu,Taux chomage,Age Median FR,Age Moyen Fr,Entreprises,Evolution Emploi total,Evolution Emploi salarié privé,Evolution Emploi salarié public,Evolution Emploi non salarié,Crimes pn,Crimes gendarmes,President,Voix_y,Is_President
1973,1,39,JURA,1,73380,57328,56108,1220.0,9933,SOC,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,39,JURA,1,73380,57328,56108,1220.0,12499,DIVREF,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,39,JURA,1,73380,57328,56108,1220.0,17473,RIURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,39,JURA,2,74214,61100,60045,1055.0,0,PSU,Extreme gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,39,JURA,2,74214,61100,60045,1055.0,0,LCR,Centre gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,39,JURA,2,74214,61100,60045,1055.0,0,OCI,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,39,JURA,2,74214,61100,60045,1055.0,0,MRG,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,39,JURA,2,74214,61100,60045,1055.0,0,DVG,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,39,JURA,2,74214,61100,60045,1055.0,0,DIVREF,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,39,JURA,2,74214,61100,60045,1055.0,0,UDRURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,39,JURA,2,74214,61100,60045,1055.0,0,RIURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,39,JURA,2,74214,61100,60045,1055.0,0,DIVURP,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,39,JURA,2,74214,61100,60045,1055.0,0,UDR,Droite,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,39,JURA,2,74214,61100,60045,1055.0,0,RI,Centre,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,39,JURA,2,74214,61100,60045,1055.0,0,CDP,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,39,JURA,2,74214,61100,60045,1055.0,0,DIVGAULL,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,39,JURA,2,74214,61100,60045,1055.0,0,EXD,Extreme droite,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,39,JURA,2,74214,61100,60045,1055.0,1533,LO,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,39,JURA,2,74214,61100,60045,1055.0,3808,REFRAD,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,39,JURA,2,74214,61100,60045,1055.0,4337,DVD,Droite,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,39,JURA,2,74214,61100,60045,1055.0,9579,COM,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,39,JURA,2,74214,61100,60045,1055.0,11191,SOC,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,39,JURA,2,74214,61100,60045,1055.0,29597,CDPURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,4,ALPES-DE-HAUTE-PROVENCE,1,33785,27389,26679,710.0,0,PSU,Extreme gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,4,ALPES-DE-HAUTE-PROVENCE,1,33785,27389,26679,710.0,0,LO,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,4,ALPES-DE-HAUTE-PROVENCE,1,33785,27389,26679,710.0,0,LCR,Centre gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,4,ALPES-DE-HAUTE-PROVENCE,1,33785,27389,26679,710.0,0,OCI,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,4,ALPES-DE-HAUTE-PROVENCE,1,33785,27389,26679,710.0,0,SOC,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,4,ALPES-DE-HAUTE-PROVENCE,1,33785,27389,26679,710.0,0,DVG,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,4,ALPES-DE-HAUTE-PROVENCE,1,33785,27389,26679,710.0,0,REFRAD,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,4,ALPES-DE-HAUTE-PROVENCE,1,33785,27389,26679,710.0,0,DVD,Droite,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,4,ALPES-DE-HAUTE-PROVENCE,1,33785,27389,26679,710.0,0,RIURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,4,ALPES-DE-HAUTE-PROVENCE,1,33785,27389,26679,710.0,0,CDPURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,4,ALPES-DE-HAUTE-PROVENCE,1,33785,27389,26679,710.0,0,DIVURP,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,4,ALPES-DE-HAUTE-PROVENCE,1,33785,27389,26679,710.0,0,UDR,Droite,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,4,ALPES-DE-HAUTE-PROVENCE,1,33785,27389,26679,710.0,0,RI,Centre,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,4,ALPES-DE-HAUTE-PROVENCE,1,33785,27389,26679,710.0,0,CDP,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,4,ALPES-DE-HAUTE-PROVENCE,1,33785,27389,26679,710.0,0,DIVGAULL,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,4,ALPES-DE-HAUTE-PROVENCE,1,33785,27389,26679,710.0,0,EXD,Extreme droite,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,4,ALPES-DE-HAUTE-PROVENCE,1,33785,27389,26679,710.0,2526,DIVREF,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,4,ALPES-DE-HAUTE-PROVENCE,1,33785,27389,26679,710.0,7207,COM,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,4,ALPES-DE-HAUTE-PROVENCE,1,33785,27389,26679,710.0,8049,MRG,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,4,ALPES-DE-HAUTE-PROVENCE,1,33785,27389,26679,710.0,8897,UDRURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,4,ALPES-DE-HAUTE-PROVENCE,2,35815,29503,28919,584.0,0,PSU,Extreme gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,4,ALPES-DE-HAUTE-PROVENCE,2,35815,29503,28919,584.0,0,LCR,Centre gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,4,ALPES-DE-HAUTE-PROVENCE,2,35815,29503,28919,584.0,0,OCI,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,4,ALPES-DE-HAUTE-PROVENCE,2,35815,29503,28919,584.0,0,MRG,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,4,ALPES-DE-HAUTE-PROVENCE,2,35815,29503,28919,584.0,0,DVG,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,4,ALPES-DE-HAUTE-PROVENCE,2,35815,29503,28919,584.0,0,REFRAD,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,4,ALPES-DE-HAUTE-PROVENCE,2,35815,29503,28919,584.0,0,RIURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,4,ALPES-DE-HAUTE-PROVENCE,2,35815,29503,28919,584.0,0,CDPURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,4,ALPES-DE-HAUTE-PROVENCE,2,35815,29503,28919,584.0,0,DIVURP,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,4,ALPES-DE-HAUTE-PROVENCE,2,35815,29503,28919,584.0,0,UDR,Droite,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,4,ALPES-DE-HAUTE-PROVENCE,2,35815,29503,28919,584.0,0,RI,Centre,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,4,ALPES-DE-HAUTE-PROVENCE,2,35815,29503,28919,584.0,0,CDP,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,4,ALPES-DE-HAUTE-PROVENCE,2,35815,29503,28919,584.0,0,DIVGAULL,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,4,ALPES-DE-HAUTE-PROVENCE,2,35815,29503,28919,584.0,0,EXD,Extreme droite,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,4,ALPES-DE-HAUTE-PROVENCE,2,35815,29503,28919,584.0,614,LO,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,4,ALPES-DE-HAUTE-PROVENCE,2,35815,29503,28919,584.0,732,DVD,Droite,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,4,ALPES-DE-HAUTE-PROVENCE,2,35815,29503,28919,584.0,1799,DIVREF,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,4,ALPES-DE-HAUTE-PROVENCE,2,35815,29503,28919,584.0,7957,COM,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,4,ALPES-DE-HAUTE-PROVENCE,2,35815,29503,28919,584.0,8677,SOC,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,4,ALPES-DE-HAUTE-PROVENCE,2,35815,29503,28919,584.0,9140,UDRURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,1,61590,51446,50174,1272.0,0,PSU,Extreme gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,1,61590,51446,50174,1272.0,0,LO,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,1,61590,51446,50174,1272.0,0,LCR,Centre gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,1,61590,51446,50174,1272.0,0,OCI,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,1,61590,51446,50174,1272.0,0,MRG,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,1,61590,51446,50174,1272.0,0,DIVREF,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,1,61590,51446,50174,1272.0,0,RIURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,1,61590,51446,50174,1272.0,0,CDPURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,1,61590,51446,50174,1272.0,0,DIVURP,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,1,61590,51446,50174,1272.0,0,UDR,Droite,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,1,61590,51446,50174,1272.0,0,RI,Centre,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,1,61590,51446,50174,1272.0,0,CDP,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,1,61590,51446,50174,1272.0,0,DIVGAULL,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,1,61590,51446,50174,1272.0,0,EXD,Extreme droite,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,1,61590,51446,50174,1272.0,693,DVD,Droite,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,1,61590,51446,50174,1272.0,3932,REFRAD,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,1,61590,51446,50174,1272.0,7832,COM,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,1,61590,51446,50174,1272.0,8974,SOC,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,1,61590,51446,50174,1272.0,10027,DVG,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,1,61590,51446,50174,1272.0,18716,UDRURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,2,71638,60853,59531,1322.0,0,PSU,Extreme gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,2,71638,60853,59531,1322.0,0,LCR,Centre gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,2,71638,60853,59531,1322.0,0,OCI,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,2,71638,60853,59531,1322.0,0,MRG,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,2,71638,60853,59531,1322.0,0,DVG,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,2,71638,60853,59531,1322.0,0,REFRAD,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,2,71638,60853,59531,1322.0,0,DVD,Droite,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,2,71638,60853,59531,1322.0,0,UDRURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,2,71638,60853,59531,1322.0,0,RIURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,2,71638,60853,59531,1322.0,0,CDPURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,2,71638,60853,59531,1322.0,0,UDR,Droite,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,2,71638,60853,59531,1322.0,0,RI,Centre,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,2,71638,60853,59531,1322.0,0,CDP,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,2,71638,60853,59531,1322.0,0,DIVGAULL,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,2,71638,60853,59531,1322.0,0,EXD,Extreme droite,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,2,71638,60853,59531,1322.0,1314,LO,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,2,71638,60853,59531,1322.0,6455,DIVREF,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,2,71638,60853,59531,1322.0,9996,COM,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,2,71638,60853,59531,1322.0,16700,DIVURP,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,2,71638,60853,59531,1322.0,25066,SOC,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,3,54862,46818,45732,1086.0,0,PSU,Extreme gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,3,54862,46818,45732,1086.0,0,LO,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,3,54862,46818,45732,1086.0,0,LCR,Centre gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,3,54862,46818,45732,1086.0,0,OCI,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,3,54862,46818,45732,1086.0,0,MRG,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,3,54862,46818,45732,1086.0,0,REFRAD,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,3,54862,46818,45732,1086.0,0,DIVREF,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,3,54862,46818,45732,1086.0,0,DVD,Droite,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,3,54862,46818,45732,1086.0,0,UDRURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,3,54862,46818,45732,1086.0,0,RIURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,3,54862,46818,45732,1086.0,0,DIVURP,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,3,54862,46818,45732,1086.0,0,UDR,Droite,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,3,54862,46818,45732,1086.0,0,RI,Centre,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,3,54862,46818,45732,1086.0,0,CDP,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,3,54862,46818,45732,1086.0,0,DIVGAULL,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,3,54862,46818,45732,1086.0,0,EXD,Extreme droite,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,3,54862,46818,45732,1086.0,6150,SOC,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,3,54862,46818,45732,1086.0,7724,COM,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,3,54862,46818,45732,1086.0,9240,DVG,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,40,LANDES,3,54862,46818,45732,1086.0,22618,CDPURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,41,LOIR-ET-CHER,1,65675,53865,52392,1473.0,0,LO,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,41,LOIR-ET-CHER,1,65675,53865,52392,1473.0,0,OCI,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,41,LOIR-ET-CHER,1,65675,53865,52392,1473.0,0,MRG,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,41,LOIR-ET-CHER,1,65675,53865,52392,1473.0,0,DVG,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,41,LOIR-ET-CHER,1,65675,53865,52392,1473.0,0,REFRAD,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,41,LOIR-ET-CHER,1,65675,53865,52392,1473.0,0,UDRURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,41,LOIR-ET-CHER,1,65675,53865,52392,1473.0,0,RIURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,41,LOIR-ET-CHER,1,65675,53865,52392,1473.0,0,CDPURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,41,LOIR-ET-CHER,1,65675,53865,52392,1473.0,0,DIVURP,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,41,LOIR-ET-CHER,1,65675,53865,52392,1473.0,0,UDR,Droite,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,41,LOIR-ET-CHER,1,65675,53865,52392,1473.0,0,RI,Centre,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,41,LOIR-ET-CHER,1,65675,53865,52392,1473.0,0,CDP,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,41,LOIR-ET-CHER,1,65675,53865,52392,1473.0,0,DIVGAULL,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,41,LOIR-ET-CHER,1,65675,53865,52392,1473.0,0,EXD,Extreme droite,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,41,LOIR-ET-CHER,1,65675,53865,52392,1473.0,989,LCR,Centre gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,41,LOIR-ET-CHER,1,65675,53865,52392,1473.0,2012,PSU,Extreme gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,41,LOIR-ET-CHER,1,65675,53865,52392,1473.0,2999,DVD,Droite,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,41,LOIR-ET-CHER,1,65675,53865,52392,1473.0,8038,SOC,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,41,LOIR-ET-CHER,1,65675,53865,52392,1473.0,10600,COM,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,41,LOIR-ET-CHER,1,65675,53865,52392,1473.0,27754,DIVREF,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,41,LOIR-ET-CHER,2,56840,46982,45914,1068.0,0,PSU,Extreme gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,41,LOIR-ET-CHER,2,56840,46982,45914,1068.0,0,LCR,Centre gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,41,LOIR-ET-CHER,2,56840,46982,45914,1068.0,0,OCI,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,41,LOIR-ET-CHER,2,56840,46982,45914,1068.0,0,MRG,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,41,LOIR-ET-CHER,2,56840,46982,45914,1068.0,0,DVG,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,41,LOIR-ET-CHER,2,56840,46982,45914,1068.0,0,DIVREF,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,41,LOIR-ET-CHER,2,56840,46982,45914,1068.0,0,RIURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,41,LOIR-ET-CHER,2,56840,46982,45914,1068.0,0,CDPURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,41,LOIR-ET-CHER,2,56840,46982,45914,1068.0,0,DIVURP,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,41,LOIR-ET-CHER,2,56840,46982,45914,1068.0,0,UDR,Droite,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,41,LOIR-ET-CHER,2,56840,46982,45914,1068.0,0,RI,Centre,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,41,LOIR-ET-CHER,2,56840,46982,45914,1068.0,0,CDP,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,41,LOIR-ET-CHER,2,56840,46982,45914,1068.0,0,DIVGAULL,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,41,LOIR-ET-CHER,2,56840,46982,45914,1068.0,0,EXD,Extreme droite,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,41,LOIR-ET-CHER,2,56840,46982,45914,1068.0,1100,DVD,Droite,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,1,41,LOIR-ET-CHER,2,56840,46982,45914,1068.0,1633,LO,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
