Annee,Tour,Code Departement,Libelle Departement,Circonscription,Inscrits,Votants,Exprimes,Blancs et nuls,Voix_x,Nuance,Positionnement,Pauvreté,carbone,Production brute d’électricité primaire (GWH),Production brute d’électricité primaire renouvelable (GWH),Production brute d’électricité nucléaire (GWH),Prix gaz fr,Prix electricite fr,Taux inflation,Smic,Revenu salarial annuel moyen,CPSO,Femmes,Hommes,Popu,Taux chomage,Age Median FR,Age Moyen Fr,Entreprises,Evolution Emploi total,Evolution Emploi salarié privé,Evolution Emploi salarié public,Evolution Emploi non salarié,Crimes pn,Crimes gendarmes,President,Voix_y,Is_President
1973,2,76,SEINE-MARITIME,9,60119,51382,49351,2031.0,0,RI,Centre,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,76,SEINE-MARITIME,9,60119,51382,49351,2031.0,0,CDP,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,76,SEINE-MARITIME,9,60119,51382,49351,2031.0,0,DIVGAULL,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,76,SEINE-MARITIME,9,60119,51382,49351,2031.0,23651,COM,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,76,SEINE-MARITIME,9,60119,51382,49351,2031.0,25700,UDRURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,76,SEINE-MARITIME,10,48752,40447,39085,1362.0,0,COM,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,76,SEINE-MARITIME,10,48752,40447,39085,1362.0,0,PSU,Extreme gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,76,SEINE-MARITIME,10,48752,40447,39085,1362.0,0,MRG,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,76,SEINE-MARITIME,10,48752,40447,39085,1362.0,0,DVG,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,76,SEINE-MARITIME,10,48752,40447,39085,1362.0,0,REFRAD,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,76,SEINE-MARITIME,10,48752,40447,39085,1362.0,0,DIVREF,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,76,SEINE-MARITIME,10,48752,40447,39085,1362.0,0,DVD,Droite,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,76,SEINE-MARITIME,10,48752,40447,39085,1362.0,0,RIURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,76,SEINE-MARITIME,10,48752,40447,39085,1362.0,0,CDPURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,76,SEINE-MARITIME,10,48752,40447,39085,1362.0,0,DIVURP,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,76,SEINE-MARITIME,10,48752,40447,39085,1362.0,0,UDR,Droite,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,76,SEINE-MARITIME,10,48752,40447,39085,1362.0,0,RI,Centre,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,76,SEINE-MARITIME,10,48752,40447,39085,1362.0,0,CDP,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,76,SEINE-MARITIME,10,48752,40447,39085,1362.0,0,DIVGAULL,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,76,SEINE-MARITIME,10,48752,40447,39085,1362.0,17878,Parti Socialiste ,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,76,SEINE-MARITIME,10,48752,40447,39085,1362.0,21207,UDRURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,1,103636,86010,84796,1214.0,0,COM,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,1,103636,86010,84796,1214.0,0,PSU,Extreme gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,1,103636,86010,84796,1214.0,0,MRG,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,1,103636,86010,84796,1214.0,0,DVG,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,1,103636,86010,84796,1214.0,0,DIVREF,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,1,103636,86010,84796,1214.0,0,DVD,Droite,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,1,103636,86010,84796,1214.0,0,RIURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,1,103636,86010,84796,1214.0,0,CDPURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,1,103636,86010,84796,1214.0,0,DIVURP,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,1,103636,86010,84796,1214.0,0,UDR,Droite,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,1,103636,86010,84796,1214.0,0,RI,Centre,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,1,103636,86010,84796,1214.0,0,CDP,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,1,103636,86010,84796,1214.0,0,DIVGAULL,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,1,103636,86010,84796,1214.0,11256,REFRAD,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,1,103636,86010,84796,1214.0,36504,UDRURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,1,103636,86010,84796,1214.0,37036,Parti Socialiste ,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,2,83309,69540,66562,2978.0,0,PSU,Extreme gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,2,83309,69540,66562,2978.0,0,Parti Socialiste ,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,2,83309,69540,66562,2978.0,0,MRG,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,2,83309,69540,66562,2978.0,0,DVG,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,2,83309,69540,66562,2978.0,0,REFRAD,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,2,83309,69540,66562,2978.0,0,DIVREF,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,2,83309,69540,66562,2978.0,0,DVD,Droite,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,2,83309,69540,66562,2978.0,0,RIURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,2,83309,69540,66562,2978.0,0,CDPURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,2,83309,69540,66562,2978.0,0,DIVURP,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,2,83309,69540,66562,2978.0,0,UDR,Droite,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,2,83309,69540,66562,2978.0,0,RI,Centre,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,2,83309,69540,66562,2978.0,0,CDP,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,2,83309,69540,66562,2978.0,0,DIVGAULL,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,2,83309,69540,66562,2978.0,32309,UDRURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,2,83309,69540,66562,2978.0,34253,COM,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,3,71929,58659,55463,3196.0,0,PSU,Extreme gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,3,71929,58659,55463,3196.0,0,Parti Socialiste ,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,3,71929,58659,55463,3196.0,0,MRG,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,3,71929,58659,55463,3196.0,0,DVG,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,3,71929,58659,55463,3196.0,0,REFRAD,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,3,71929,58659,55463,3196.0,0,DIVREF,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,3,71929,58659,55463,3196.0,0,DVD,Droite,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,3,71929,58659,55463,3196.0,0,RIURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,3,71929,58659,55463,3196.0,0,CDPURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,3,71929,58659,55463,3196.0,0,DIVURP,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,3,71929,58659,55463,3196.0,0,UDR,Droite,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,3,71929,58659,55463,3196.0,0,RI,Centre,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,3,71929,58659,55463,3196.0,0,CDP,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,3,71929,58659,55463,3196.0,0,DIVGAULL,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,3,71929,58659,55463,3196.0,24282,COM,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,3,71929,58659,55463,3196.0,31181,UDRURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,4,61291,50502,48351,2151.0,0,PSU,Extreme gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,4,61291,50502,48351,2151.0,0,Parti Socialiste ,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,4,61291,50502,48351,2151.0,0,MRG,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,4,61291,50502,48351,2151.0,0,DVG,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,4,61291,50502,48351,2151.0,0,REFRAD,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,4,61291,50502,48351,2151.0,0,DIVREF,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,4,61291,50502,48351,2151.0,0,DVD,Droite,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,4,61291,50502,48351,2151.0,0,RIURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,4,61291,50502,48351,2151.0,0,CDPURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,4,61291,50502,48351,2151.0,0,DIVURP,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,4,61291,50502,48351,2151.0,0,UDR,Droite,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,4,61291,50502,48351,2151.0,0,RI,Centre,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,4,61291,50502,48351,2151.0,0,CDP,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,4,61291,50502,48351,2151.0,0,DIVGAULL,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,4,61291,50502,48351,2151.0,20162,COM,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,4,61291,50502,48351,2151.0,28189,UDRURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,5,65357,54044,52314,1730.0,0,COM,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,5,65357,54044,52314,1730.0,0,PSU,Extreme gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,5,65357,54044,52314,1730.0,0,MRG,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,5,65357,54044,52314,1730.0,0,DVG,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,5,65357,54044,52314,1730.0,0,REFRAD,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,5,65357,54044,52314,1730.0,0,DIVREF,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,5,65357,54044,52314,1730.0,0,DVD,Droite,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,5,65357,54044,52314,1730.0,0,RIURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,5,65357,54044,52314,1730.0,0,CDPURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,5,65357,54044,52314,1730.0,0,DIVURP,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,5,65357,54044,52314,1730.0,0,UDR,Droite,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,5,65357,54044,52314,1730.0,0,RI,Centre,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,5,65357,54044,52314,1730.0,0,CDP,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,5,65357,54044,52314,1730.0,0,DIVGAULL,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,5,65357,54044,52314,1730.0,23191,Parti Socialiste ,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,77,SEINE-ET-MARNE,5,65357,54044,52314,1730.0,29123,UDRURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,1,61152,50012,48268,1744.0,0,PSU,Extreme gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,1,61152,50012,48268,1744.0,0,Parti Socialiste ,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,1,61152,50012,48268,1744.0,0,MRG,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,1,61152,50012,48268,1744.0,0,DVG,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,1,61152,50012,48268,1744.0,0,REFRAD,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,1,61152,50012,48268,1744.0,0,DIVREF,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,1,61152,50012,48268,1744.0,0,DVD,Droite,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,1,61152,50012,48268,1744.0,0,UDRURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,1,61152,50012,48268,1744.0,0,CDPURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,1,61152,50012,48268,1744.0,0,DIVURP,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,1,61152,50012,48268,1744.0,0,UDR,Droite,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,1,61152,50012,48268,1744.0,0,RI,Centre,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,1,61152,50012,48268,1744.0,0,CDP,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,1,61152,50012,48268,1744.0,0,DIVGAULL,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,1,61152,50012,48268,1744.0,22736,COM,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,1,61152,50012,48268,1744.0,25532,RIURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,2,73150,59015,58041,974.0,0,PSU,Extreme gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,2,73150,59015,58041,974.0,0,Parti Socialiste ,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,2,73150,59015,58041,974.0,0,MRG,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,2,73150,59015,58041,974.0,0,DVG,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,2,73150,59015,58041,974.0,0,DIVREF,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,2,73150,59015,58041,974.0,0,DVD,Droite,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,2,73150,59015,58041,974.0,0,RIURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,2,73150,59015,58041,974.0,0,CDPURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,2,73150,59015,58041,974.0,0,DIVURP,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,2,73150,59015,58041,974.0,0,UDR,Droite,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,2,73150,59015,58041,974.0,0,RI,Centre,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,2,73150,59015,58041,974.0,0,CDP,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,2,73150,59015,58041,974.0,0,DIVGAULL,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,2,73150,59015,58041,974.0,12062,REFRAD,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,2,73150,59015,58041,974.0,18913,COM,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,2,73150,59015,58041,974.0,27066,UDRURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,3,89280,73831,70127,3704.0,0,PSU,Extreme gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,3,89280,73831,70127,3704.0,0,Parti Socialiste ,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,3,89280,73831,70127,3704.0,0,MRG,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,3,89280,73831,70127,3704.0,0,DVG,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,3,89280,73831,70127,3704.0,0,REFRAD,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,3,89280,73831,70127,3704.0,0,DIVREF,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,3,89280,73831,70127,3704.0,0,DVD,Droite,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,3,89280,73831,70127,3704.0,0,RIURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,3,89280,73831,70127,3704.0,0,CDPURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,3,89280,73831,70127,3704.0,0,DIVURP,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,3,89280,73831,70127,3704.0,0,UDR,Droite,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,3,89280,73831,70127,3704.0,0,RI,Centre,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,3,89280,73831,70127,3704.0,0,CDP,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,3,89280,73831,70127,3704.0,0,DIVGAULL,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,3,89280,73831,70127,3704.0,34075,COM,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,3,89280,73831,70127,3704.0,36052,UDRURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,4,60625,50545,48806,1739.0,0,COM,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,4,60625,50545,48806,1739.0,0,Parti Socialiste ,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,4,60625,50545,48806,1739.0,0,MRG,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,4,60625,50545,48806,1739.0,0,DVG,Gauche,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,4,60625,50545,48806,1739.0,0,REFRAD,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,4,60625,50545,48806,1739.0,0,DIVREF,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,4,60625,50545,48806,1739.0,0,DVD,Droite,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,4,60625,50545,48806,1739.0,0,RIURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,4,60625,50545,48806,1739.0,0,CDPURP,Centre droit,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
1973,2,78,YVELINES,4,60625,50545,48806,1739.0,0,DIVURP,Non classes,,,62882.0,48131.0,14751.0,,,,,,,,,,,,,,,,,,,,,,False
