Annee,Tour,Code Departement,Libelle Departement,Circonscription,Inscrits,Votants,Exprimes,Blancs et nuls,Voix,Nuance,Positionnement,Pauvreté,carbone,Production brute d’électricité primaire (GWH),Production brute d’électricité primaire renouvelable (GWH),Production brute d’électricité nucléaire (GWH),Prix gaz fr,Prix electricite fr,Taux inflation,Smic,Revenu salarial annuel moyen,CPSO,Femmes,Hommes,Popu,Taux chomage,Age Median FR,Age Moyen Fr,Entreprises,Evolution Emploi total,Evolution Emploi salarié privé,Evolution Emploi salarié public,Evolution Emploi non salarié,Crimes pn,Crimes gendarmes,Voix Prédite
2022,1,1,Ain,1,86187,42535,41811,724.0,391,DXG,Extreme gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,758.03314
2022,1,1,Ain,1,86187,42535,41811,724.0,9982,NUP,Centre droit,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,9134.785
2022,1,1,Ain,1,86187,42535,41811,724.0,1161,ECO,Gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,1092.9371
2022,1,1,Ain,1,86187,42535,41811,724.0,8071,ENS,Centre gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,10350.088
2022,1,1,Ain,1,86187,42535,41811,724.0,10599,LR,Droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,7355.481
2022,1,1,Ain,1,86187,42535,41811,724.0,641,DSV,Droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,1758.2284
2022,1,1,Ain,1,86187,42535,41811,724.0,1995,REC,Centre droit,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,2911.8381
2022,1,1,Ain,1,86187,42535,41811,724.0,8971,RN,Extreme droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,9547.931
2022,1,1,Ain,2,99953,49683,48886,797.0,415,DXG,Extreme gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,492.03177
2022,1,1,Ain,2,99953,49683,48886,797.0,12428,NUP,Centre droit,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,10313.691
2022,1,1,Ain,2,99953,49683,48886,797.0,653,ECO,Gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,806.2339
2022,1,1,Ain,2,99953,49683,48886,797.0,265,DIV,Non classes,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,615.2845
2022,1,1,Ain,2,99953,49683,48886,797.0,12916,ENS,Centre gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,11406.438
2022,1,1,Ain,2,99953,49683,48886,797.0,7192,LR,Droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,6918.7847
2022,1,1,Ain,2,99953,49683,48886,797.0,618,DVD,Droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,2262.5237
2022,1,1,Ain,2,99953,49683,48886,797.0,653,DSV,Droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,1503.3217
2022,1,1,Ain,2,99953,49683,48886,797.0,2392,REC,Centre droit,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,2966.1624
2022,1,1,Ain,2,99953,49683,48886,797.0,11354,RN,Extreme droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,11096.674
2022,1,1,Ain,3,82204,36259,35729,530.0,281,DXG,Extreme gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,498.66043
2022,1,1,Ain,3,82204,36259,35729,530.0,7990,NUP,Centre droit,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,7493.5713
2022,1,1,Ain,3,82204,36259,35729,530.0,1763,ECO,Gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,731.8987
2022,1,1,Ain,3,82204,36259,35729,530.0,530,ECO,Gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,731.8987
2022,1,1,Ain,3,82204,36259,35729,530.0,0,DIV,Non classes,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,490.36517
2022,1,1,Ain,3,82204,36259,35729,530.0,596,DIV,Non classes,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,490.36517
2022,1,1,Ain,3,82204,36259,35729,530.0,10704,ENS,Centre gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,8278.036
2022,1,1,Ain,3,82204,36259,35729,530.0,69,DVC,Droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,1871.6627
2022,1,1,Ain,3,82204,36259,35729,530.0,6425,LR,Droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,6475.182
2022,1,1,Ain,3,82204,36259,35729,530.0,543,DSV,Droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,1001.62146
2022,1,1,Ain,3,82204,36259,35729,530.0,1835,REC,Centre droit,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,2237.767
2022,1,1,Ain,3,82204,36259,35729,530.0,4993,RN,Extreme droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,7114.931
2022,1,1,Ain,4,94897,45639,44792,847.0,308,DXG,Extreme gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,395.2786
2022,1,1,Ain,4,94897,45639,44792,847.0,2215,RDG,Centre gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,4079.3054
2022,1,1,Ain,4,94897,45639,44792,847.0,7786,NUP,Centre droit,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,8806.153
2022,1,1,Ain,4,94897,45639,44792,847.0,11,DVG,Gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,1186.2612
2022,1,1,Ain,4,94897,45639,44792,847.0,1119,ECO,Gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,705.7436
2022,1,1,Ain,4,94897,45639,44792,847.0,7317,ENS,Centre gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,10224.303
2022,1,1,Ain,4,94897,45639,44792,847.0,4211,DVC,Droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,1671.2231
2022,1,1,Ain,4,94897,45639,44792,847.0,7198,LR,Droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,6800.864
2022,1,1,Ain,4,94897,45639,44792,847.0,443,DVD,Droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,1853.3501
2022,1,1,Ain,4,94897,45639,44792,847.0,562,DSV,Droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,1111.9763
2022,1,1,Ain,4,94897,45639,44792,847.0,2506,REC,Centre droit,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,2439.6858
2022,1,1,Ain,4,94897,45639,44792,847.0,11116,RN,Extreme droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,10812.169
2022,1,1,Ain,5,77456,37074,36048,1026.0,414,DXG,Extreme gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,677.6999
2022,1,1,Ain,5,77456,37074,36048,1026.0,8485,NUP,Centre droit,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,7566.782
2022,1,1,Ain,5,77456,37074,36048,1026.0,281,DVG,Gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,1695.4487
2022,1,1,Ain,5,77456,37074,36048,1026.0,704,DIV,Non classes,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,614.2389
2022,1,1,Ain,5,77456,37074,36048,1026.0,3580,LR,Droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,6394.2134
2022,1,1,Ain,5,77456,37074,36048,1026.0,12034,DVD,Droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,3013.1023
2022,1,1,Ain,5,77456,37074,36048,1026.0,931,DVD,Droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,3013.1023
2022,1,1,Ain,5,77456,37074,36048,1026.0,436,DSV,Droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,1293.9083
2022,1,1,Ain,5,77456,37074,36048,1026.0,2073,REC,Centre droit,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,2324.0806
2022,1,1,Ain,5,77456,37074,36048,1026.0,7110,RN,Extreme droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,8212.396
2022,1,2,Aisne,1,72479,34707,33934,773.0,500,DXG,Extreme gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,322.74445
2022,1,2,Aisne,1,72479,34707,33934,773.0,6463,NUP,Centre droit,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,7369.015
2022,1,2,Aisne,1,72479,34707,33934,773.0,7939,ENS,Centre gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,7691.38
2022,1,2,Aisne,1,72479,34707,33934,773.0,3853,LR,Droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,5919.659
2022,1,2,Aisne,1,72479,34707,33934,773.0,2052,DVD,Droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,1959.5392
2022,1,2,Aisne,1,72479,34707,33934,773.0,570,DSV,Droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,664.5616
2022,1,2,Aisne,1,72479,34707,33934,773.0,1312,REC,Centre droit,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,1555.4202
2022,1,2,Aisne,1,72479,34707,33934,773.0,11245,RN,Extreme droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,7878.6133
2022,1,2,Aisne,2,73176,33253,32593,660.0,315,DXG,Extreme gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,281.8216
2022,1,2,Aisne,2,73176,33253,32593,660.0,5757,NUP,Centre droit,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,7296.912
2022,1,2,Aisne,2,73176,33253,32593,660.0,505,DVG,Gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,1290.5853
2022,1,2,Aisne,2,73176,33253,32593,660.0,288,DIV,Non classes,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,398.2102
2022,1,2,Aisne,2,73176,33253,32593,660.0,3755,ENS,Centre gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,7119.4194
2022,1,2,Aisne,2,73176,33253,32593,660.0,11704,LR,Droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,6323.7354
2022,1,2,Aisne,2,73176,33253,32593,660.0,938,REC,Centre droit,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,1459.3228
2022,1,2,Aisne,2,73176,33253,32593,660.0,9331,RN,Extreme droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,7510.5527
2022,1,2,Aisne,3,66709,30335,29461,874.0,762,DXG,Extreme gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,598.7176
2022,1,2,Aisne,3,66709,30335,29461,874.0,13518,NUP,Centre droit,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,7858.143
2022,1,2,Aisne,3,66709,30335,29461,874.0,3584,LR,Droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,5471.1123
2022,1,2,Aisne,3,66709,30335,29461,874.0,462,DSV,Droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,544.54114
2022,1,2,Aisne,3,66709,30335,29461,874.0,1617,REC,Centre droit,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,2012.2664
2022,1,2,Aisne,3,66709,30335,29461,874.0,9518,RN,Extreme droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,7720.7812
2022,1,2,Aisne,4,78792,34266,33517,749.0,652,DXG,Extreme gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,567.8228
2022,1,2,Aisne,4,78792,34266,33517,749.0,7461,NUP,Centre droit,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,7034.68
2022,1,2,Aisne,4,78792,34266,33517,749.0,7632,ENS,Centre gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,7650.177
2022,1,2,Aisne,4,78792,34266,33517,749.0,4300,LR,Droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,6129.8813
2022,1,2,Aisne,4,78792,34266,33517,749.0,689,DSV,Droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,967.3533
2022,1,2,Aisne,4,78792,34266,33517,749.0,810,REC,Centre droit,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,1664.0858
2022,1,2,Aisne,4,78792,34266,33517,749.0,11973,RN,Extreme droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,8842.759
2022,1,2,Aisne,5,83141,39317,38538,779.0,515,DXG,Extreme gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,485.89264
2022,1,2,Aisne,5,83141,39317,38538,779.0,7265,NUP,Centre droit,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,7567.433
2022,1,2,Aisne,5,83141,39317,38538,779.0,892,ECO,Gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,721.3987
2022,1,2,Aisne,5,83141,39317,38538,779.0,6214,ENS,Centre gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,9079.891
2022,1,2,Aisne,5,83141,39317,38538,779.0,6093,DVC,Droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,1985.8463
2022,1,2,Aisne,5,83141,39317,38538,779.0,1873,LR,Droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,6643.8276
2022,1,2,Aisne,5,83141,39317,38538,779.0,714,DSV,Droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,1138.9806
2022,1,2,Aisne,5,83141,39317,38538,779.0,1400,REC,Centre droit,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,2092.916
2022,1,2,Aisne,5,83141,39317,38538,779.0,13572,RN,Extreme droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,8943.253
2022,1,3,Allier,1,89347,45788,44417,1371.0,610,DXG,Extreme gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,655.5712
2022,1,3,Allier,1,89347,45788,44417,1371.0,13578,NUP,Centre droit,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,9891.358
2022,1,3,Allier,1,89347,45788,44417,1371.0,3463,DVG,Gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,1929.0488
2022,1,3,Allier,1,89347,45788,44417,1371.0,779,ECO,Gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,1216.5585
2022,1,3,Allier,1,89347,45788,44417,1371.0,8634,ENS,Centre gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,10815.294
2022,1,3,Allier,1,89347,45788,44417,1371.0,5476,LR,Droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,6350.656
2022,1,3,Allier,1,89347,45788,44417,1371.0,936,DVD,Droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,1630.5293
2022,1,3,Allier,1,89347,45788,44417,1371.0,2326,REC,Centre droit,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,2629.168
2022,1,3,Allier,1,89347,45788,44417,1371.0,8615,RN,Extreme droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,9313.131
2022,1,3,Allier,2,80970,41180,39920,1260.0,365,DXG,Extreme gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,430.49152
2022,1,3,Allier,2,80970,41180,39920,1260.0,929,RDG,Centre gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,2501.7388
2022,1,3,Allier,2,80970,41180,39920,1260.0,8719,NUP,Centre droit,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,8529.748
2022,1,3,Allier,2,80970,41180,39920,1260.0,4186,DVG,Gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,1965.4193
2022,1,3,Allier,2,80970,41180,39920,1260.0,1059,ECO,Gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,1154.7213
2022,1,3,Allier,2,80970,41180,39920,1260.0,585,REG,Centre droit,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,1523.3247
2022,1,3,Allier,2,80970,41180,39920,1260.0,137,REG,Centre droit,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,1523.3247
2022,1,3,Allier,2,80970,41180,39920,1260.0,6796,ENS,Centre gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,9082.437
2022,1,3,Allier,2,80970,41180,39920,1260.0,3037,DVC,Droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,1341.6718
2022,1,3,Allier,2,80970,41180,39920,1260.0,4468,LR,Droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,5775.004
2022,1,3,Allier,2,80970,41180,39920,1260.0,441,DSV,Droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,691.278
2022,1,3,Allier,2,80970,41180,39920,1260.0,1556,REC,Centre droit,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,1925.8966
2022,1,3,Allier,2,80970,41180,39920,1260.0,7642,RN,Extreme droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,8041.3516
2022,1,3,Allier,3,80190,40620,39613,1007.0,482,DXG,Extreme gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,451.72388
2022,1,3,Allier,3,80190,40620,39613,1007.0,1655,RDG,Centre gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,2579.9397
2022,1,3,Allier,3,80190,40620,39613,1007.0,7737,NUP,Centre droit,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,8468.276
2022,1,3,Allier,3,80190,40620,39613,1007.0,701,ECO,Gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,1030.0781
2022,1,3,Allier,3,80190,40620,39613,1007.0,4,DIV,Non classes,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,526.7074
2022,1,3,Allier,3,80190,40620,39613,1007.0,9219,ENS,Centre gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,9001.129
2022,1,3,Allier,3,80190,40620,39613,1007.0,9594,LR,Droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,6122.9297
2022,1,3,Allier,3,80190,40620,39613,1007.0,594,DSV,Droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,591.4659
2022,1,3,Allier,3,80190,40620,39613,1007.0,1580,REC,Centre droit,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,2214.9841
2022,1,3,Allier,3,80190,40620,39613,1007.0,8047,RN,Extreme droite,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,8189.9424
2022,1,4,Alpes-de-Haute-Provence,1,61962,32155,31245,910.0,302,DXG,Extreme gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,428.141
2022,1,4,Alpes-de-Haute-Provence,1,61962,32155,31245,910.0,8744,NUP,Centre droit,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,8351.056
2022,1,4,Alpes-de-Haute-Provence,1,61962,32155,31245,910.0,1249,DVG,Gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,1694.9503
2022,1,4,Alpes-de-Haute-Provence,1,61962,32155,31245,910.0,772,ECO,Gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,745.8025
2022,1,4,Alpes-de-Haute-Provence,1,61962,32155,31245,910.0,423,ECO,Gauche,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,745.8025
2022,1,4,Alpes-de-Haute-Provence,1,61962,32155,31245,910.0,619,DIV,Non classes,,,,,,,,"5,2","10,85",,,"35020,367","32822,224","67842,591","7,4","41,2","42,2","(r) 1 048,3",,,,,,,789.60693
